"","game_id","home_team","away_team","season_type","week","stadium","weather","roof","surface","play_id","yardline_100","game_seconds_remaining","drive","qtr","down","ydstogo","play_type","play_type_nfl","posteam","posteam_type","defteam","first_down","td_team","total_home_score","total_away_score","posteam_score","defteam_score","score_differential","desc","pass_attempt","complete_pass","incomplete_pass","pass_touchdown","interception","fumble_lost","fumbled_1_player_id","fumbled_1_player_name","receiving_yards","receiver","receiver_id","receiver_team","receiver_position","rush_attempt","run_location","run_gap","rushing_yards","rush_touchdown","rusher","rusher_id","rusher_team","rusher_position"
"181","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1092,27,2490,6,2,4,1,"run","RUSH","SF","away","SEA",1,NA,6,0,0,6,-6,"(11:30) (Shotgun) 38-J.Hasty right guard to SEA 23 for 4 yards (54-B.Wagner).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",4,0,"J.Hasty","00-0035806","SF","RB"
"182","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1113,23,2445,6,2,1,10,"run","RUSH","SF","away","SEA",1,NA,6,0,0,6,-6,"(10:45) 38-J.Hasty left tackle to SEA 21 for 2 yards (50-K.Wright; 97-P.Ford). PENALTY on SEA-93-J.Bullard, Defensive Holding, 5 yards, enforced at SEA 21.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",2,0,"J.Hasty","00-0035806","SF","RB"
"183","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1145,16,2420,6,2,1,10,"run","RUSH","SF","away","SEA",0,NA,6,0,0,6,-6,"(10:20) 38-J.Hasty left guard to SEA 17 for -1 yards (54-B.Wagner).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",-1,0,"J.Hasty","00-0035806","SF","RB"
"184","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1219,5,2307,6,2,1,5,"run","RUSH","SF","away","SEA",0,NA,6,0,0,6,-6,"(8:27) (Shotgun) 38-J.Hasty right guard to SEA 2 for 3 yards (54-B.Wagner; 98-A.Robinson).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",3,0,"J.Hasty","00-0035806","SF","RB"
"185","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1240,2,2264,6,2,2,2,"run","RUSH","SF","away","SEA",0,NA,6,0,0,6,-6,"(7:44) (Shotgun) 38-J.Hasty right guard to SEA 1 for 1 yard (54-B.Wagner; 56-J.Brooks).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",1,0,"J.Hasty","00-0035806","SF","RB"
"186","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1278,1,2223,6,2,3,1,"run","RUSH","SF","away","SEA",1,"SF",6,6,0,6,-6,"(7:03) 38-J.Hasty left guard for 1 yard, TOUCHDOWN.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",1,1,"J.Hasty","00-0035806","SF","RB"
"187","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",1989,97,1849,10,2,1,10,"run","RUSH","SF","away","SEA",0,NA,13,7,7,13,-6,"(:49) 38-J.Hasty right guard to SF 7 for 4 yards (90-J.Reed; 54-B.Wagner).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",4,0,"J.Hasty","00-0035806","SF","RB"
"188","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",2065,75,1800,11,3,1,10,"run","RUSH","SF","away","SEA",0,NA,13,7,7,13,-6,"(15:00) 28-J.McKinnon right end to SF 26 for 1 yard (37-Q.Diggs).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",1,0,"J.McKinnon","00-0031376","SF","RB"
"189","2020_08_SF_SEA","SEA","SF","REG",8,"CenturyLink Field","Sunny Temp: 55° F, Humidity: 58%, Wind: N 4 mph","outdoors","fieldturf",3401,1,578,17,4,2,1,"run","RUSH","SF","away","SEA",1,"SF",30,13,7,30,-23,"(9:38) 28-J.McKinnon left end for 1 yard, TOUCHDOWN.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",1,1,"J.McKinnon","00-0031376","SF","RB"
"190","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",547,80,3118,4,1,1,10,"run","RUSH","SF","home","GB",0,NA,0,7,0,7,-7,"(6:58) 28-J.McKinnon right end pushed ob at SF 23 for 3 yards (94-D.Lowry).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",3,0,"J.McKinnon","00-0031376","SF","RB"
"191","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",597,34,3037,4,1,1,10,"run","RUSH","SF","home","GB",0,NA,0,7,0,7,-7,"(5:37) 28-J.McKinnon right tackle to GB 26 for 8 yards (31-A.Amos).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",8,0,"J.McKinnon","00-0031376","SF","RB"
"192","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",622,26,2990,4,1,2,2,"run","RUSH","SF","home","GB",1,NA,0,7,0,7,-7,"(4:50) 28-J.McKinnon left tackle to GB 23 for 3 yards (94-D.Lowry).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",3,0,"J.McKinnon","00-0031376","SF","RB"
"193","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",694,14,2886,4,1,2,1,"run","RUSH","SF","home","GB",0,NA,0,7,0,7,-7,"(3:06) 38-J.Hasty up the middle to GB 15 for -1 yards (90-M.Adams).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,-1,0,"J.Hasty","00-0035806","SF","RB"
"194","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",715,15,2848,4,1,3,2,"run","RUSH","SF","home","GB",1,NA,0,7,0,7,-7,"(2:28) (Shotgun) 28-J.McKinnon up the middle to GB 9 for 6 yards (90-M.Adams).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,6,0,"J.McKinnon","00-0031376","SF","RB"
"195","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",1009,75,2688,6,2,1,10,"run","RUSH","SF","home","GB",0,NA,3,7,3,7,-4,"(14:48) 28-J.McKinnon up the middle to SF 27 for 2 yards (42-O.Burks).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,2,0,"J.McKinnon","00-0031376","SF","RB"
"196","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",1030,73,2650,6,2,2,8,"run","RUSH","SF","home","GB",1,NA,3,7,3,7,-4,"(14:10) 28-J.McKinnon right end pushed ob at SF 38 for 11 yards (23-J.Alexander).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",11,0,"J.McKinnon","00-0031376","SF","RB"
"197","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",1080,44,2575,6,2,1,10,"run","RUSH","SF","home","GB",0,NA,3,7,3,7,-4,"(12:55) (Shotgun) 38-J.Hasty left end pushed ob at GB 40 for 4 yards (91-P.Smith).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",4,0,"J.Hasty","00-0035806","SF","RB"
"198","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",1540,75,2221,8,2,1,10,"run","RUSH","SF","home","GB",0,NA,3,14,3,14,-11,"(7:01) (Shotgun) 38-J.Hasty up the middle to SF 26 for 1 yard (95-T.Lancaster).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,1,0,"J.Hasty","00-0035806","SF","RB"
"199","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",2191,62,1787,12,3,1,10,"run","RUSH","SF","home","GB",0,NA,3,21,3,21,-18,"(14:47) 38-J.Hasty right end to SF 37 for -1 yards (42-O.Burks).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",-1,0,"J.Hasty","00-0035806","SF","RB"
"200","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",2574,70,1334,14,3,1,10,"run","RUSH","SF","home","GB",0,NA,3,28,3,28,-25,"(7:14) 28-J.McKinnon up the middle to SF 38 for 8 yards (31-A.Amos).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,8,0,"J.McKinnon","00-0031376","SF","RB"
"201","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",2595,62,1299,14,3,2,2,"run","RUSH","SF","home","GB",1,NA,3,28,3,28,-25,"(6:39) (Shotgun) 28-J.McKinnon left guard to SF 40 for 2 yards (95-T.Lancaster; 42-O.Burks).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",2,0,"J.McKinnon","00-0031376","SF","RB"
"202","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",2901,61,1014,16,3,1,10,"run","RUSH","SF","home","GB",0,NA,3,31,3,31,-28,"(1:54) (Shotgun) 28-J.McKinnon right guard to SF 39 for no gain (55-Z.Smith).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",0,0,"J.McKinnon","00-0031376","SF","RB"
"203","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",3526,44,347,18,4,2,10,"run","RUSH","SF","home","GB",0,NA,3,34,3,34,-31,"(5:47) (Shotgun) 28-J.McKinnon right guard to GB 41 for 3 yards (46-S.Samuels).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",3,0,"J.McKinnon","00-0031376","SF","RB"
"204","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",3723,67,127,20,4,2,2,"run","RUSH","SF","home","GB",1,NA,10,34,10,34,-24,"(2:07) (Shotgun) 28-J.McKinnon right guard to SF 38 for 5 yards (53-J.Garvin; 96-K.Keke).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",5,0,"J.McKinnon","00-0031376","SF","RB"
"205","2020_09_GB_SF","SF","GB","REG",9,"Levi's Stadium","Sunny Temp: 78° F, Humidity: 83%, Wind: N 5 mph","outdoors","grass",4016,1,8,20,4,3,1,"run","RUSH","SF","home","GB",1,"SF",16,34,10,34,-24,"(:08) (Shotgun) 28-J.McKinnon up the middle for 1 yard, TOUCHDOWN.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,1,1,"J.McKinnon","00-0031376","SF","RB"
"206","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",54,75,3600,1,1,1,10,"run","RUSH","SF","away","NO",0,NA,0,0,0,0,0,"(15:00) 28-J.McKinnon right tackle to SF 22 for -3 yards (22-C.Gardner-Johnson).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",-3,0,"J.McKinnon","00-0031376","SF","RB"
"207","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",99,66,3527,1,1,3,1,"run","RUSH","SF","away","NO",1,NA,0,0,0,0,0,"(13:47) 28-J.McKinnon left tackle to SF 36 for 2 yards (23-M.Lattimore, 56-D.Davis).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",2,0,"J.McKinnon","00-0031376","SF","RB"
"208","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",124,64,3484,1,1,1,10,"run","RUSH","SF","away","NO",0,NA,0,0,0,0,0,"(13:04) (Shotgun) 28-J.McKinnon right guard to SF 42 for 6 yards (56-D.Davis).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",6,0,"J.McKinnon","00-0031376","SF","RB"
"209","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",145,58,3449,1,1,2,4,"run","RUSH","SF","away","NO",0,NA,0,0,0,0,0,"(12:29) 28-J.McKinnon right end to SF 42 for no gain (56-D.Davis).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",0,0,"J.McKinnon","00-0031376","SF","RB"
"210","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",284,26,3291,1,1,1,10,"run","RUSH","SF","away","NO",0,NA,0,0,0,0,0,"(9:51) (Shotgun) 28-J.McKinnon right tackle to NO 25 for 1 yard (92-M.Davenport).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",1,0,"J.McKinnon","00-0031376","SF","RB"
"211","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",333,11,3210,1,1,1,10,"run","RUSH","SF","away","NO",0,NA,0,0,0,0,0,"(8:30) 28-J.McKinnon left tackle to NO 4 for 7 yards (43-M.Williams).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",7,0,"J.McKinnon","00-0031376","SF","RB"
"212","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",570,83,3031,3,1,3,18,"run","RUSH","SF","away","NO",0,NA,0,7,7,0,7,"(5:31) (Shotgun) 28-J.McKinnon right guard to SF 13 for -4 yards (93-D.Onyemata).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",-4,0,"J.McKinnon","00-0031376","SF","RB"
"213","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",620,49,2980,4,1,1,10,"run","RUSH","SF","away","NO",0,NA,0,7,7,0,7,"(4:40) (Shotgun) 28-J.McKinnon right tackle to NO 44 for 5 yards (94-C.Jordan; 43-M.Williams).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",5,0,"J.McKinnon","00-0031376","SF","RB"
"214","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",774,6,2799,4,1,1,6,"run","RUSH","SF","away","NO",0,NA,0,7,7,0,7,"(1:39) 28-J.McKinnon right guard to NO 3 for 3 yards (94-C.Jordan; 43-M.Williams).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",3,0,"J.McKinnon","00-0031376","SF","RB"
"215","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",799,3,2757,4,1,2,3,"run","RUSH","SF","away","NO",0,NA,0,7,7,0,7,"(:57) (Shotgun) 28-J.McKinnon left guard to NO 5 for -2 yards (90-M.Brown, 58-K.Alexander).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",-2,0,"J.McKinnon","00-0031376","SF","RB"
"216","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1022,62,2582,6,2,1,10,"run","RUSH","SF","away","NO",0,NA,3,10,10,3,7,"(13:02) 38-J.Hasty right end to SF 39 for 1 yard (43-M.Williams; 56-D.Davis).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",1,0,"J.Hasty","00-0035806","SF","RB"
"217","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1431,86,2204,9,2,1,10,"run","RUSH","SF","away","NO",0,NA,10,10,10,10,0,"(6:44) 38-J.Hasty right guard to SF 22 for 8 yards (92-M.Davenport).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",8,0,"J.Hasty","00-0035806","SF","RB"
"218","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1452,78,2165,9,2,2,2,"run","RUSH","SF","away","NO",1,NA,10,10,10,10,0,"(6:05) 38-J.Hasty left guard to SF 26 for 4 yards (56-D.Davis).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",4,0,"J.Hasty","00-0035806","SF","RB"
"219","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1494,71,2079,9,2,2,7,"run","RUSH","SF","away","NO",0,NA,10,10,10,10,0,"(4:39) (Shotgun) 28-J.McKinnon right tackle to SF 31 for 2 yards (22-C.Gardner-Johnson).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",2,0,"J.McKinnon","00-0031376","SF","RB"
"220","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1584,50,1980,9,2,1,10,"run","RUSH","SF","away","NO",0,NA,10,10,10,10,0,"(3:00) (Shotgun) 28-J.McKinnon right tackle to SF 48 for -2 yards (92-M.Davenport). Penalty on SF, Illegal Formation, declined.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",-2,0,"J.McKinnon","00-0031376","SF","RB"
"221","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",1683,41,1915,9,2,4,1,"run","RUSH","SF","away","NO",0,NA,10,10,10,10,0,"(1:55) (Shotgun) 28-J.McKinnon left guard to NO 43 for -2 yards (93-D.Onyemata, 27-M.Jenkins).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",-2,0,"J.McKinnon","00-0031376","SF","RB"
"222","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",2042,85,1868,11,2,1,20,"run","RUSH","SF","away","NO",0,NA,17,10,10,17,-7,"(1:08) (Shotgun) 28-J.McKinnon right tackle to SF 24 for 9 yards (93-D.Onyemata).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","tackle",9,0,"J.McKinnon","00-0031376","SF","RB"
"223","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",2075,76,1827,11,2,2,11,"run","RUSH","SF","away","NO",0,NA,17,10,10,17,-7,"(:27) (Shotgun) 28-J.McKinnon left guard to SF 30 for 6 yards (94-C.Jordan).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","guard",6,0,"J.McKinnon","00-0031376","SF","RB"
"224","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",2429,56,1568,14,3,1,10,"run","RUSH","SF","away","NO",0,NA,17,10,10,17,-7,"(11:08) 28-J.McKinnon left end to SF 45 for 1 yard (99-S.Tuttle).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",1,0,"J.McKinnon","00-0031376","SF","RB"
"225","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",2454,55,1525,14,3,2,9,"run","RUSH","SF","away","NO",0,NA,17,10,10,17,-7,"(10:25) (Shotgun) 28-J.McKinnon right guard to SF 47 for 2 yards (99-S.Tuttle).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",2,0,"J.McKinnon","00-0031376","SF","RB"
"226","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",2802,87,1143,16,3,3,16,"run","RUSH","SF","away","NO",0,NA,17,10,10,17,-7,"(4:03) (Shotgun) 28-J.McKinnon left tackle to SF 15 for 2 yards (93-D.Onyemata).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",2,0,"J.McKinnon","00-0031376","SF","RB"
"227","2020_10_SF_NO","NO","SF","REG",10,"Mercedes-Benz Superdome","Partly Cloudy Temp: 74° F, Humidity: 73%, Wind: N 16 mph","dome","astroturf",3735,25,395,21,4,1,10,"run","RUSH","SF","away","NO",0,NA,27,10,10,27,-17,"(6:35) 48-A.Walter left tackle to NO 22 for 3 yards (36-D.Swearinger).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","tackle",3,0,"A.Walter","00-0035187","SF","RB"
"228","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",79,71,3571,1,1,2,6,"run","RUSH","SF","away","LA",0,NA,0,0,0,0,0,"(14:31) 31-R.Mostert right guard to SF 33 for 4 yards (54-L.Floyd; 69-S.Joseph).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","guard",4,0,"R.Mostert","00-0031687","SF","RB"
"229","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",306,51,3365,3,1,1,10,"run","RUSH","SF","away","LA",0,NA,0,0,0,0,0,"(11:05) 31-R.Mostert up the middle to LA 45 for 6 yards (90-M.Brockers).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,6,0,"R.Mostert","00-0031687","SF","RB"
"230","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",327,45,3329,3,1,2,4,"run","RUSH","SF","away","LA",1,NA,0,0,0,0,0,"(10:29) 31-R.Mostert right end to LA 38 for 7 yards (51-T.Reeder).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"right","end",7,0,"R.Mostert","00-0031687","SF","RB"
"231","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",348,38,3289,3,1,1,10,"run","RUSH","SF","away","LA",0,NA,0,0,0,0,0,"(9:49) (Shotgun) 30-J.Wilson up the middle to LA 35 for 3 yards (99-A.Donald; 69-S.Joseph).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,3,0,"J.Wilson","00-0034115","SF","RB"
"232","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",551,75,3112,5,1,1,10,"run","RUSH","SF","away","LA",0,NA,3,0,0,3,-3,"(6:52) (Shotgun) 30-J.Wilson left end to SF 30 for 5 yards (91-G.Gaines, 33-N.Scott).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",5,0,"J.Wilson","00-0034115","SF","RB"
"233","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",601,37,3039,5,1,1,10,"run","RUSH","SF","away","LA",0,NA,3,0,0,3,-3,"(5:39) (Shotgun) 31-R.Mostert up the middle to LA 34 for 3 yards (51-T.Reeder; 50-S.Ebukam).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"middle",NA,3,0,"R.Mostert","00-0031687","SF","RB"
"234","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",646,8,2955,5,1,1,8,"run","RUSH","SF","away","LA",1,"SF",3,6,0,3,-3,"(4:15) (Shotgun) 31-R.Mostert left end for 8 yards, TOUCHDOWN.",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",8,1,"R.Mostert","00-0031687","SF","RB"
"235","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",802,45,2841,7,1,1,10,"run","RUSH","SF","away","LA",0,NA,3,7,7,3,4,"(2:21) 30-J.Wilson right guard to LA 45 for no gain (69-S.Joseph). FUMBLES (69-S.Joseph), RECOVERED by LA-97-M.Fox at LA 48.",0,0,0,0,0,1,"00-0034115","J.Wilson",NA,NA,NA,NA,NA,1,"right","guard",-3,0,"J.Wilson","00-0034115","SF","RB"
"236","2020_12_SF_LA","LA","SF","REG",12,"SoFi Stadium","Sunny Temp: 72° F, Humidity: 12%, Wind: W 3 mph","dome","matrixturf",928,86,2761,9,1,1,10,"run","RUSH","SF","away","LA",0,NA,3,7,7,3,4,"(1:01) 31-R.Mostert left end pushed ob at SF 16 for 2 yards (43-J.Johnson III).",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,"left","end",2,0,"R.Mostert","00-0031687","SF","RB"
